SMILES,cv
CC1N=COCCC1O,33.802
N#CC1C(O)C(O)C1O,32.114
O=COCC1CC2OC12,29.791
N#CC1C2C3NC3C12,24.471
C1C2OC3C4NC13C4O2,27.013
COC1CNC(=N)C1=O,31.736
N=C1NC(=O)C(C=O)O1,27.301
CC1CC12CCC1CC12,34.232
CCC1CC(CC)O1,34.021
C#CCCN=C(N)C#N,34.733
CC1=CC(N2CC2)CC1,34.192
N#CC1C2CN3CC2C13,26.387
CC1C2CC1(O)CCO2,33.753
CNc1oc(C)cc1N,35.204
CC12OC3C4C(CC41)C32,27.935
C#CC(C)(C)C(O)CC,42.756
CC12C3CC1C1C(O3)C12,28.538
CC12OC1C1CC12C=O,31.081
CC12COCC1(O)C2,30.06
CCCC1NC(=O)C1C,37.078
C1OC2OCC3C1CC23,26.549
CCC1C=CCC1C=O,34.349
CC1OCCC1=O,24.719
C#CCC(=O)C(O)C#C,34.69
C1=CC2COC2=NCC1,28.785
N#CC12CC(C1)C21CN1,29.193
C#CC(C)C(C)C1CO1,37.852
C#CC(N)(C#N)CN,32.542
CC1CC2CC12C1CO1,33.355
O=CCC1=CCOC1,27.292
C1C2N1C13CCC21CC3,29.939
CCC1=CCCC(C)C1,37.852
C1COC(C2CO2)OC1,30.335
CC1CC2C3OC2C13C,32.408
C1CC23COC(OC2)C13,27.493
CC1(C)CC(C)(C#N)C1,37.943
OC1CC2CC3(CN3)C12,32.124
CC12CC(N=CN1)C2=O,30.086
CCC1COCCOC1,35.218
C#CC1=CC(C)C(=O)N1,32.329
OC12CC3CC3C1C2,28.17
N=C1CC(CC(N)=O)O1,32.085
C1C2C3CC1C31COC21,26.665
OC1C=CC2C3OC2C13,28.054
N#CC1C(O)C1O,24.63
NC1=NC(C=O)C(=O)N1,29.708
Cc1[nH]nc2nc[nH]c12,27.517
C#CC(=O)C(C)C1CN1,34.662
CC12CC3CC4C1N4C32,28.984
CC1C(O)C2C1C1CN12,32.465
CCC1(C)C=C(C)CO1,38.228
Cc1nc[nH]c1C1CC1,32.098
CN=C1OC2COCC12,29.498
CC1(C#CC=O)COC1,32.525
COCC(CCO)OC,40.089
CCC(O)C(C)(O)CO,42.468
N=CN1C2C=CC1C2=O,27.575
CC1(C2CN2)CCO1,30.094
Nc1[nH]c(O)c(N)c1O,35.456
Cc1nc2[nH]ccc2[nH]1,29.027
CCC12OC1CC2(C)O,36.885
OCC1(O)C2CCC1C2,33.458
COC1CC(O)C12CC2,35.534
CCCC(C)(O)CCO,43.24
Cc1noc(F)nc1=O,26.652
N#CC1OC2(CC2)C1O,31.297
CC12CC3C(C)(O1)C32C,35.395
CNC(C(C)=O)C(C)=O,37.879
COC1C2COC(=O)C21,29.397
C1CC2C(CC23CO3)O1,29.484
C#CC1=CC(C)CCC1,35.242
N#CC12CC(=O)CN1C2,28.393
CC(=O)CC(O)C(C)=O,36.893
O=C1CC23CC4C2OC143,26.54
N=c1cccno1,20.077
CCOC12CNC1C2O,34.356
CC1CC1C(=O)CC=O,34.43
C#Cc1[nH]c(=N)oc1C,32.368
CC1C=C(C(=O)[O-])C[NH2+]1,31.969
C1OC12C1OC2C2NC21,26.482
CCNc1ccn(C)c1,35.767
N=C(C=O)NCCC=O,33.607
OC1(C2CO2)C2CC1O2,29.491
Cc1cccc(C)c1C,35.063
CCC1C=CCC1(C)C,39.08
OC1CC1C#CC1CO1,32.727
CC1=CCOC1CC#N,32.153
O=C1COCC2NC2C1,29.712
CC(O)C(=O)C(C)O,33.995
OCCCC1CCCC1,37.659
C#CCN=C(N)CO,32.448
N=c1[nH]nnccc1=O,26.627
Cc1noc(=N)c(=N)o1,29.01
CCOc1coc(=O)[nH]1,31.023
C(#CC1CN1)CN1CC1,32.867
C#CCC1(CC=O)CN1,34.367
CC(C)n1ncoc1=N,32.485
OCC1C=CC2CC12,28.578
N#CC1(C2CO2)CNC1,30.344
CC1C23CCC12OCO3,30.842
CCCOCC(O)C#N,37.153
CC12CC(O)CC1N2,30.065
C1=Cn2cccc2NC1,27.912
C#CCCC1C=CCO1,33.257
CC1CN2CC1(C#N)C2,30.78
ON=C1C=CCC12CC2,31.568
O=CC1(O)C2CCC21O,32.511
COCCCC(=N)OC,37.825
C#CC(C#C)OC(C)=N,35.417
CC12CCC1C(=O)C2,29.184
COC1C(=O)C=CC1=O,29.513
O=C1CC2OCC2(O)C1,30.335
NC(=O)n1cncc1N,30.366
N#CCC1CC(CO)O1,32.515
CCNc1ncc(N)o1,33.306
CC12OCC3NC1C32O,30.984
C#CC1N(C)C12CCC2,35.091
Oc1c[nH]c(N2CC2)n1,29.619
Cc1oc(C)c(O)c1C,36.386
CC1=CC(O)C(=O)C1=O,30.999
C#CC12C3OC4C3C1C42,26.72
N#CC1C=CCN=CO1,28.366
C1C2CC3C1N23,17.15
O=C1CC2OC1C21CO1,26.933
CC(=O)c1c[nH]c(O)c1,32.119
N#Cc1noc(=O)o1,20.279
O=C1CC(CO)C12CC2,33.714
CC(C#N)(C=O)N1CC1,33.518
CC1(C(N)CC#N)CN1,36.169
CC1CCC2(C)OC2C1,35.617
CN=CNC(C#N)C#N,32.535
CC1NC1C#CCO,31.733
CN=CNC(C#N)C=O,33.348
OC12CN3C1C3C21CO1,28.152
CC1C=CC2OC1C2O,31.468
OC1CCC2C3C1CN23,30.261
CC(=NO)C(C)=NO,32.871
OC1C2CC1OCCO2,30.887
CC12CN3C(C1=O)C32,25.654
O=CC1CCCC1CO,34.486
N=COC1CCC(O)C1,33.781
CC(O)(CC#N)CC=O,36.189
O=CC1NC1C1COC1,30.804
CCC12CC1CC(C)O2,36.058
CC1OCC23CC12CO3,30.416
Nc1cc(N)n2c1CC2,32.481
CCC1(O)COC2CC21,34.927
CC1COCCO1,25.53
CCC(=O)N1CC1,26.875
CC#CC(CCO)OC,39.312
C1OC2CN3C1C1C2C13,25.042
CC#CC1(C=O)CC1C,36.167
N=c1cnc(O)c[nH]1,25.285
C#CC12OC(=N)C1C2C,31.915
CCC(C)C1COC1C,39.443
CC1COCC1C1CC1,34.788
CC1OC2C3OC3(C)C12,31.731
N#CC(O)C(F)(F)F,25.742
CC12NC1(CO)C1NC12,32.861
COC1CCC1C,29.031
COC(C)CC1CC1O,39.188
CC12C3C4C5C(C1N53)N42,25.187
C#CCCCN(C)C=O,36.922
C#CCC#CCCCC,38.882
COCCC1(CO)CO1,36.507
CC1C2NC1(C#N)C2N,32.827
CC(O)c1c[nH]nc1O,33.012
CCC12CC(C1)C2=O,28.918
CNc1c(O)noc1N,32.488
CC1NC1(C)COC=O,35.942
CC1C(=O)NC(=O)C1N,31.87
CCCC(O)C#CC#N,35.818
CC(C)(C)C(C)(O)C#N,41.599
CC1=CC2NC2C2OC12,29.624
CC12C=CC3(CCC13)O2,31.347
c1onc2c1C1CC2O1,23.486
CCC1OC12CN1CC12,32.724
Cc1nc(O)coc1=N,30.366
C1CC2C3CCCC23C1,31.45
CNC(=O)C1CC1C#N,32.878
CC12C3CC4C3CN1C42,28.366
C(CN1CC1)C1COC1,33.577
C1=C2C3C(N3C1)C21CN1,27.803
CC(C#N)C(=O)N(C)C,36.407
O=C1CC2(C3CC3)OC12,30.115
C#Cc1nccc(C)n1,29.505
CC#CCC1CCC1=O,34.66
CC#CCNC1COC1,34.845
C#CC1CCC(=N)O1,27.293
CC1C=CCC12COC2,32.463
C#Cc1nccnc1N,29.362
CC12CC1(O)C1OC12,28.453
CCC1(CC=O)CC1,33.097
CC1OC2CCCC12,28.784
C1=CC=CCC=CC=C1,31.25
CCOC12CC(C1)C2=O,32.401
Cc1nc2conc2o1,24.878
CC(C)(O)CNC=O,34.713
CC(=O)n1ncnn1,23.331
C1CC2C3C(O1)C1C3N21,25.892
CC1CCC2(C#N)NC12,31.864
O=CNCC12CN(C1)C2,30.995
N#CC12CC(O)C1C2N,31.48
O=CN1C2=CCC3C2C31,27.355
CC1=CCCC1=O,24.789
O=CC1(C2(O)CC2)CC1,34.893
CC1N2C3CC1(CO)C32,32.848
O=[N+]([O-])c1c[nH]nc1O,25.341
O=CC1CN1CCO,29.995
CC1C(O)C1(C)OC=N,37.463
CC12COCCC1N2,28.952
CCC1(O)CCN2CC21,35.381
OC1CC2CCC2(O)C1,34.034
CC1CC(=N)N1C=O,28.389
C#CC1=NCC(C)CO1,32.657
CC12C3CC4CC1N2C43,28.976
N=c1[nH]c(N)[nH+][cH-]c1=O,30.381
CCC(O)C(O)CCO,41.662
CC12CC1(CO)C1CN12,33.766
O=C([O-])C1CC[NH2+]1,23.01
Cn1nnc2c1CNC2,28.304
COc1ccnoc1=N,28.971
OC1CCC2(CC1)CC2,35.099
CC1NC1C(=O)C1CO1,32.35
CN=C1CC(OC)CO1,33.953
CC(CO)N1CC(=O)C1,34.924
CC1C[NH2+]CC1C(=O)[O-],32.14
CCC(C)C(C)COC,43.5
CCC1(CC)CC2OC21,36.76
CC1=CCC=CCC1,30.691
Cc1nccnc1F,23.997
N=C1OCC1C(=O)CO,30.912
CN=CN(C)C(=N)C#N,34.037
CCC1OCC(O)C1C,37.397
N#CCCC(=O)OC=N,31.246
CC1C(=O)C2(C)CCC12,34.785
O=C1CC2OCCC2N1,28.606
C1=NC2C3NC4C2N1C34,23.058
COC1C2CC(O)C21C,35.593
CC1OCC1O,23.068
O=CNC1C=CC(=O)C1,29.615
C#CCC#CCC(C)C,39.469
N=c1[nH]c(O)co1,23.206
O=C1CC2OC=NC12,22.737
C#CCC1OC=NC1C,32.701
OC12C3NC1C1OC3C12,25.916
N#CC1CC23CC(O2)C13,27.781
CCNc1nc(N)no1,32.388
c1ccocccnc1,28.819
CC1OCCC12OC2C,34.531
CCC1COC(C)O1,31.621
CC1C2C=CC(O)CC12,33.917
CC12NC1CCC1OC12,31.388
CCOC(C)C(=O)NC,39.217
CCCC(C)C1CC1,36.687
COC(=O)CC1CC1,30.837
O=C1Cc2[nH]ncc2N1,26.167
COCC1CN1C,28.914
C#CC12CNC1(C=O)C2,31.413
c1cc2conc2cn1,22.98
CCN1CCOC1=O,27.956
CC(C)C(C=O)C=O,33.047
CC1OC2OC3CC2C13,28.117
CCN1C(C)C1C=O,32.501
C#CCC1(O)C2CC1O2,32.124
CC(=O)n1ncc(C)n1,30.302
CC(C)CC(CO)CO,41.995
CC(C)C(=O)C1OC1C,37.445
COC1CCC12COC2,33.388
C#CC(C=O)C1CC1C,35.911
Cc1ccc(O)c(=O)o1,29.384
C1C2C3C4C5NC5C13N24,25.056
O=CC12CCOC1CN2,29.629
C1C2C1C1CC2C2OC12,26.829
CN1CC2OC2(CO)C1,33.756
CC(O)(C#N)C#N,25.572
CCc1cn(C)c(=O)o1,32.613
OC1C2CC1C1C(O)C21,31.781
Oc1nc2n(n1)CCC2,26.9
C1OCC23CC12CO3,24.572
C1CC2C(C1)C21CCO1,30.928
CCOC(=O)C(=O)NC,34.927
O=CCOC1CCOC1,32.02
CC1OC(C)(C)C12CN2,37.436
CC(=O)N1CCC1(C)C,37.711
C#CC12NC1(C)CC2=O,32.261
OC1C=Cc2c[nH]cc21,28.648
CC1OC(CO)C1O,31.693
C#CC12CC1C(C#N)O2,29.489
C1=CC2N(C1)CC21CO1,28.5
NC(=O)C(O)(C=O)C=O,32.788
CN=COCC(C)C=O,36.677
OCC1(O)CC2NC2C1,33.74
CC12CC(N)(C#N)C1N2,33.44
Nc1onnc1NC=O,28.035
CC12CC3CC3CC1O2,32.457
CC1=CC=CCCC1,30.37
N#CC(=O)C1C=CCO1,28.138
Cn1ncc(F)cc1=O,27.818
N#Cc1nccoc1=N,25.823
CCC1(O)CC(O)C1O,38.473
CCc1cncnc1,25.927
CCC1(O)COCOC1,34.751
C1CC2C1C1CCC21,27.119
CN1C2CC3C(O)C3C21,32.355
CCn1cc(C)cc1O,36.046
CNc1cnn[nH]c1=N,30.36
CC12CC3(C#N)C1CC23,30.512
CC1CC=CC12NC2C,35.137
CC(O)C1(C=O)CC1C,37.394
COC(=O)C(=O)CC=O,32.284
O=C1CCC2CN12,21.958
c1occ2c1COCO2,25.636
OC1C2OC1C1CC12,24.932
CC(CC#N)CC1CO1,34.99
CC1CC2CC3(CC3)C12,34.295
N=COCc1ncn[nH]1,27.781
Cc1cc(=N)nc(F)[nH]1,29.559
N=C1CCOC2CC2O1,29.774
CC(C)C1CC1NC=O,37.365
OCC1(O)CCOCC1,35.08
C#Cc1cc(C)[nH]c1C,35.021
O=CC1CCC(C=O)O1,30.505
CC1N2C=NC3C2C31N,30.384
CN(C(N)=O)C1(C)CC1,37.805
O=CCCc1ccoc1,30.123
CC1NC1C1(O)CCC1,36.528
CC12C(=O)NC1C2C#N,29.893
CC#CC1(CCO)CC1,38.148
CN1CC(C#N)C1=O,26.884
CC1CC2(C)CC2O1,31.136
C1=CC23NCC24NC3C14,27.163
COC1COC1=O,23.279
CN(C)C(=O)C1(C)CO1,36.668
NC(=O)C12CCN1CC2,32.071
COCC1CC=CC1C,36.094
O=CN(C=O)CC1CC1,32.517
CCCC1(O)CC1C=O,37.583
CCC1=CCOC1CO,34.98
O=C1C2CC1(CCO)O2,31.691
CCC1CC(C(N)=O)O1,35.137
CC12CNC1(C#N)C2N,33.687
Nc1nc(=O)nno1,28.99
Cn1nncc1C#N,23.708
Cn1cnc2nonc21,24.642
CCc1nc(C#N)c[nH]1,30.121
COC1C=CCC1CO,35.076
OCC1NC1C1COC1,32.904
CC1CN1C1CC1CO,36.801
CC1OCCC2CC2O1,32.853
O=CC1CC(=NO)CN1,31.547
O=Cn1ncccc1=O,25.946
CC12C3C4C(N31)C42C#N,28.007
CC#CC1CC1CO,32.827
C1=CC2(CC1)COC2,26.95
CC1C2C3C4C3C1(C)C24,31.811
N=c1nc(N)onc1N,30.537
CC12CC(O)CC1C2,31.117
CC12[NH2+]CC1(O)[C-]2C=O,36.818
CC(O)C1=CCOC1C,36.049
OC1CC12C1CC2C1,28.128
O=C1C2OC3C(O2)C13,20.7
C#CC1CC(=O)C2CN12,29.945
CCC1=CC2CC(C1)C2,33.523
CC1=CC(O)CC2CC12,34.235
N=c1oc(O)ncc1F,26.313
C#CCC1COC=N1,27.02
Cc1c[nH]c(CO)c1C,36.144
CC(=O)NC(C)CO,34.722
CC#CC(C)NC(N)=O,38.177
C1=CC2(CO2)C2CN2C1,29.236
N#CCCCNC(N)=O,35.214
CCCC1CNC(=O)C1,35.197
C1=CC23CCC2(C1)CO3,28.907
OC12C3CCC1C2OC3,29.663
C1=C2CCC34OC(C13)C24,28.158
N#CC(N)C1=NCCN1,31.421
CC1(O)CC1CN1CC1,37.06
C1C2C3NC3C3CN3C12,28.461
O=CC12CN3C(C1O)C32,28.911
c1n[nH]c2cncc-2n1,23.276
COCC(O)C1CC1O,36.971
CC1CCC1(O)C1CC1,37.169
C1C2CC1C1(CC1)O2,26.444
C#CCn1ncnc1O,28.947
N#CCNC(=O)C(=N)N,31.997
N=C1OCCCC2CC12,31.121
CCn1nccc1C,29.533
CC1C2CC3CC1(C)C32,33.951
CC1C2C=CCC1C2O,33.09
Cc1cc(=O)c(F)no1,27.753
OC1C2C3C2N2C1C32,23.561
N#CCOC1C(O)C1O,32.271
CN1CCN(C=N)C1=O,31.542
C#CC1OCC(C)(C)O1,34.848
COC12C=C(C)CC1C2,34.705
O=CC1(C=O)CC2NC21,29.973
CCOCC(O)C#N,32.266
C#CCC(N)C#N,27.234
CNc1[nH]c(=O)oc1C,32.851
CC(N)=Nc1ncco1,30.933
O=C1C=CC=CCO1,24.47
OC1C2CC13CCCC23,31.49
CC1CC2C1C1OC21C,33.462
CC1C2OC2C2NC12C,32.449
N#CC(CO)C1COC1,32.539
CC1CC2OCC1C2C,33.617
Fc1ncncn1,16.669
C#CC(=NO)C(C)C#N,34.12
C#CC12COC1C2(C)O,34.079
CC1CC2OC(=O)C2C1,30.395
COC1C=CC2NC21,27.462
CC1CC=CC1(O)C=O,34.266
CC1=C(C#N)C2CC2C1,31.145
CC1C=CCC(C)OC1,36.024
CC(=NO)C(C)CC#N,37.004
Cc1cnc(=O)oc1N,31.044
CC12CC3NC3C(C1)O2,30.699
N#CCNC(=N)C=O,27.954
N#CCC1(C(N)=O)CO1,31.669
Cc1coc2c1OCO2,27.945
CC1CC12OCCC2O,34.718
CC1(C2CC2)NC1C=O,34.646
CC12CC3C(C(=O)N1)C32,29.664
C1C2CC3(CO3)C3C1C23,28.395
O=C1CCC2(CC1)CO2,30.98
CC(=O)CCNC=O,31.757
O=C1C=C(CO)CCN1,32.08
Oc1nc2n(c1O)CC2,29.463
CC1OCC=C1C1CO1,31.733
OC12CC1C1OCC12O,31.003
O=C1NCC2NC1C2=O,27.076
C#CC1C2CC2N1C=O,30.469
CC(C)C#CC1(C)CO1,38.198
CC12CC3N(C1)C32C#N,29.632
CC1COC(=N)C1=O,27.072
Cc1cnoc1C(=N)N,31.364
C[NH2+]C(C)CCC(=O)[O-],37.231
CC1(C)CC1CN1CC1,38.202
c1occ2c1CCOC2,27.258
CC(CO)CCCO,37.297
CC1OC2C(O)C12C=O,32.137
N=C1OCC2C3CN3C12,27.135
N#CC12COCC(C1)O2,27.791
O=C1CCN1,16.1
Cc1nc(C#N)oc1C,30.185
CCC12CC(=O)CC1C2,33.908
CCC(C)C1NC1C#N,36.492
COC(CC=O)C1CC1,36.122
N=C1CC(COC=O)O1,30.021
CCC#CC1CC(=O)C1,34.605
CC1C(=O)C2(C)C(O)C12,34.923
C#CC1CC(C)(C#C)C1,36.474
C1CN=C(C2CN2)OC1,30.351
CCC1OC1C(=O)NC,35.784
NC(=O)C(CO)CC=O,35.634
CC1CCCC2OC2C1,34.283
NC(C=O)=NCC1CO1,32.18
O=COc1ncnnn1,24.13
C#CC1C2OC(CO)C12,32.176
C#CC1OC2C1C2(C)C,34.739
COC1CNC(=O)NC1,32.942
OCCC12CC=CC1N2,32.917
O=CC1C2CC2C2NC12,29.081
C#CC1C(O)C1C#CC,35.836
CCC1C(O)CC1O,33.108
O=C1NC2CC1CC2=O,27.241
COC1C2OC(C=O)C12,30.825
CC(=O)C1CC1(C)C,34.365
OC12CC1C1C3CN1C32,28.159
CC1CN1c1ccco1,30.621
CC1(O)C2C3C4C2N4C31,29.313
Nc1[nH]cc2c1CCC2,31.449
C#CC1(COC=O)CN1,32.322
N#CC1NC2CC(=O)C12,28.346
Cc1ncn(C)c1O,29.82
CCCCOCCCO,41.077
CC1C(O)C1(C#N)CO,35.509
CC1(C2(C)CN2)CN1,32.802
CC1=NC(C)C(C)(C)O1,37.565
CC1OCC(CO)C1C,37.259
COCc1cc(C)[nH]n1,33.358
O=CC1CC2CN2C1,26.52
N=c1nnoc(O)c1F,32.188
CC1CC2CCC1(O)C2,34.427
CCC1(CCO)CCC1,39.514
CC12CC1C1(CC1)C2O,35.142
CC12CC1C1NC1C2O,32.417
C1C2C3CC3C3(CO3)C12,29.438
CCNc1nc(N)co1,33.609
CCC1CC(C)=CCO1,36.445
COc1ccc(N)n1C,34.993
C#CCC12CC1(C)CO2,34.521
CC12CCC3(CC3)C1C2,34.678
CC#CC1OC(=O)C1C,33.085
CC1CC2C(=O)CCC12,32.411
C#CC(C)(O)C1CC1C,39.4
O=CCC1C2CC1C2,27.371
CC12OC3C(C1O)C32,26.995
O=C1CC=C2CC3C2N13,26.637
Nc1c[nH]c(C=O)n1,25.911
CC(=N)N(C=O)C(C)=N,34.48
CCc1nc(N)n[nH]1,28.748
C#CCOc1cocn1,28.622
CC12CC(=O)C1C1OC12,30.109
COC(=O)C1CCC1,29.619
O=C1COC1(CO)CO,32.726
C#Cc1n[nH]c(=O)[nH]1,24.74
Nc1c(O)nn[nH]c1=O,28.641
Nc1c[nH]cc1CC=O,32.751
N#CC1COCCCO1,30.81
CCN(C=O)CCC#N,34.849
CC1CNC(=O)CN1C,34.435
C1CC2(C1)CC1CC12,28.667
Cc1ncc(N)c(N)n1,32.139
CCC12CC3C(=O)N1C32,30.44
CCC(=O)N1CC=CC1,33.274
COC12CC(C1)C2(C)O,35.854
CC12CC(C1)C2(C)O,32.631
CC(=O)C12CC(C1)N2C,34.051
[NH2+]=CNCCCC(=O)[O-],36.191
CC(C)(O)C1C=CCC1,37.716
CC1(C)C(O)CC1O,35.284
C1OCC2(CO2)C12CO2,29.203
OC1C(O)C2CC1C2O,32.569
C#CC(=O)C(C)(O)CO,37.122
O=CCC1CC(=NO)C1,33.397
N#Cc1c[nH]c(C=O)n1,25.986
CC1OCC12CC1OC12,31.084
CC1=CC(O)CNC1=O,32.726
CNC(CO)C(N)C#N,37.896
C#CC1N=COC1CO,31.126
CC1C2CC1C21CC1C,35.212
OCC1N2CC1(O)C2,28.911
C#CCN1CCC1C#N,32.278
CC1OCC12CC=CC2,32.559
OCC1CC2CCC12,30.142
O=C1NC2CCC2C1O,29.945
CN(C)c1[nH]ncc1N,34.477
CC1CC=CC(CO)C1,36.431
OC1(C2COC=N2)CC1,30.798
CNc1nc[nH]c1C#N,30.026
N=C1OC2CC1C(=O)O2,24.823
N#Cc1cn[nH]c1C#N,25.06
Cc1cc(F)[nH]c(=N)n1,29.466
CN1CC12CCC21CC1,34.836
C#CCC1(O)CC1C#C,35.979
N#CC1C2COC1C2,24.263
CC1N=C(N)OC1C=O,31.932
CC12COC3C4C1N4C32,27.476
C(#CC1CN1)C1CCC1,32.944
NC1CCOC1=O,23.572
CC1=CC2(C)OC3C1C32,31.888
CN1CC1C1CN1C=O,33.003
CC(=N)Oc1cnno1,31.358
CC(C#N)C1CC1O,31.253
C1=C(C2CN2)COCC1,31.356
N=C1OC2C=CCOC12,27.408
CC1COCC(=N)O1,28.311
C#CC1OCC1C(C)C,36.734
CCC1N=CNC1=O,27.712
CCC1CC(OC)C1O,37.908
CN=COC1CC1C#N,32.611
CN=C1NCC(=O)N1C,32.861
[NH3+]CCC#CC(=O)[O-],29.515
O=C1CC(C2CC2)C1,29.226
C#CC1(C#C)OC1CO,34.312
NC(=O)C1COCC1=O,30.203
CC1OC(C)(C)C1(C)O,41.04
C#CC1(C)CCC1OC,37.503
CN=COc1nn[nH]n1,27.548
CC1CC2C3CC2C3O1,30.389
C#CC1C(O)CC1(C)O,37.432
CCC1C2C3OCC3N12,31.125
CC(C#CCO)CO,34.605
Cn1ccc(=O)c(N)c1,31.574
c1cc2noncc-2n1,22.969
CCC1C(O)C1(O)C=O,36.384
COC(=O)C(N)C(N)=O,35.22
C#CCc1nnoc1N,30.795
C1C2CN3C1C1(CC1)C23,28.563
C1=CC2CC3CC(C1)C23,29.228
CC#CCC(O)C(C)O,39.646
N=c1cc(CO)cco1,30.318
CC(=O)C(CO)N1CC1,35.654
CC1OCC12CCC2O,34.712
O=C1NCC(O)C2OC12,29.574
C#CC12NC1CC2(C)C,36.018
c1cc(C2CO2)ncn1,25.89
N=C1OC2C1OC1CC12,26.653
O=C1CC23OC4C2OC143,25.713
O=CC1CCOC1,23.542
C#CCC(O)C(C)O,35.611
C#CC1C(C)CC2CN21,33.593
CCC1CC(=O)N1C=N,33.457
CC(O)C(O)(C#N)CN,38.803
CC(CCO)NCC#N,37.935
CCN=c1onc(C)o1,31.827
O=C1CC2CCC(C1)C2,30.349
CC12OC3C=CC1(O)C32,30.608
CC1=C2CCC2NC1=O,30.758
CCc1oc(O)nc1N,33.018
CC1=CC2CC1OCO2,29.603
O=C1C=CC2(CO2)C1,24.987
CCc1ccnoc1=N,30.629
C#CC1(O)CC1C=O,29.986
N#CC1C(=O)CC1CO,31.759
CCOC(CO)COC,39.054
N=C1C=CCC(=O)N1,25.1
CCC1C2CN1C2C#N,31.631
CCN=C1CNC(=O)O1,31.334
CCN(CC=O)CC=O,36.402
[NH3+]CC1CC1CC(=O)[O-],33.713
N#CC1C2OCC12O,25.882
CC1OC12CNCC2=O,31.686
CC(C)(O)C1CC2OC21,35.652
N#Cc1nccnc1N,27.468
ON=C1CC=CC12CO2,30.08
C#CC1C(O)CC12CC2,34.493
CC(C)Nc1cnn[nH]1,33.633
CC(C#CCCO)C=O,37.114
Cc1ccc(N)cc1F,32.108
CC(N1CC1)C1(C)CC1,38.112
CN1CC2OC(C1)C2=O,29.984
C#CCc1nc(C)no1,30.295
CC1CCOCCOC1,35.198
CC12OCOC1C1OC12,28.597
C#Cc1cc(O)nn1C,31.352
N#CC1OC2CC3C1C23,26.532
O=C1CC2COC3C1C23,26.664
C#CC(C#N)C1CN1C,33.919
C#CC1(C)C=CCC1,31.078
CC1(O)COCC(=O)C1,33.72
CC12CC(=O)C(N1)C2O,31.46
CC1(O)C(O)C1(C)O,36.103
CC#CC12CC1CCO2,32.779
C#CC(C)(C)OC,31.893
NC12COC1COC2=O,28.677
COC1C2CC1OC=N2,29.226
N=C1OC23CC4C2OC143,25.38
CCC#CC(C)=O,28.531
CC(O)C1(CO)CN1,33.565
C#CC(O)C1CC1C#N,33.507
C#CC1CC2CC3C2N13,29.225
CC12COC1(C)C1OC12,32.386
COCC1(C#N)COC1,32.603
CC#CC1CN1C(C)=O,34.976
NC=Nc1cn[nH]n1,25.294
CC1(C)CC1([NH3+])C(=O)[O-],36.738
C#CC1C2C3NC3(C)C12,32.715
CCN1CC(OC)C1=O,34.762
CCC12CCC1C(C)O2,36.032
CC(=O)C(CO)C(C)C,40.893
CCC(C)(C)CCO,39.637
CC#CC1(O)CC1,28.414
O=C1C=CC(CCO)N1,32.532
Cc1cncc(C)c1F,30.962
O=C1OCC12C1CCN12,27.391
CC1=CCC2NC2C1=O,30.67
OC1C2CCOCCC12,32.755
N#CC1OCC1C1CN1,29.843
CCC(C)(O)C1(O)CC1,40.832
CCC#CCC(=O)NC,37.533
OC1COC2(CC2)C1,29.343
CCC(CC)OC=NC,40.662
CCC1CC(=O)C2NC12,32.613
CC(C=O)n1nnnn1,27.566
CC1CC2CC(C=O)C12,33.093
CC#Cc1cc(C)c[nH]1,33.948
N#CC1NCC1C(N)=O,30.937
C#CC1CC2(C#N)OC12,29.448
CC12CC3OC3CN1C2,31.473
N#CC12CC1C1CCN12,28.4
C#CC(O)c1ncon1,28.387
CC12C3C4C(C5C4N51)C32,26.678
CC1C2OC1(C)C21CC1,35.018
CNc1ccc(N)n1C,35.941
CC12OC1C(=N)NC2=O,29.327
CC(C)CC(C)C1CO1,40.236
C#CC12NCC1(O)C2O,33.325
CNc1occ(C)c1O,34.725
O=CC1(C=O)CCCC1,32.154
C1=CCC2(C1)CO2,23.201
N=CN1C(=N)CNC1=O,29.2
CN=COC(C)(C)C,36.931
N#CC1CC2OC=NC12,26.249
CC1(C)CC2CC2(C)O1,37.289
C#CC1(C(C)C)CC1C,40.71
CN1CC2C(O)C(=O)C21,31.769
O=C1OC2C(O)C2C1=O,27.1
CC12NC1CNCC2=O,31.852
O=C1COC2C3CC2C13,26.843
CC(=O)COC1CC1,31.545
O=CCN=C1CCO1,27.17
CC1N=C2OC3C1C23N,31.504
CC1C2CC(C)(C)CN12,37.018
OCC12CC=CCC1O2,31.749
NC=[NH+]c1cc([O-])on1,30.409
CNC(=O)C1(C)CCO1,35.226
CCC12CCC1(O)CC2,36.999
C#CCC1OCC1CO,34.919
C1=C2C3C4OC3(CC1)C24,28.856
Cc1nc(=N)c(F)co1,28.393
CC1(C2CC2)CN=CO1,32.468
C#CC1CC(CC)CO1,35.353
OCC1NC=CC1=NO,32.427
CC1(OC=O)CN=CO1,30.162
C#CC1(C(O)C=O)CN1,32.966
CC(=O)C(=O)C#N,23.724
N#CC12CNC1CC2=O,28.674
CCOCC(CC)CO,41.074
CCC1(C)OCC(C)O1,37.898
OC1C2CC1N1CC21,25.963
CCCC(O)C(C)O,37.569
O=CCc1cc(O)[nH]n1,30.152
CN=C(C)N1CCC1=O,34.057
CNc1nn(C)nc1O,32.886
CC1=NCC2C(O)C2O1,31.677
