SMILES,DFT_cv
CCCCOC1CC1CO,43.619
C#CC(OCCO)C(C)O,43.621
C#CC(=C)CCCCCO,43.624
CCC1C2C(CC)C12CO,43.624
CCCCC(O)(O)CC,43.625
CC(O)CCCCCC#N,43.625
COCCOC(CN)OO,43.627
CCOCCC(C)C1CN1,43.627
CCOCC(C)C1CCC1,43.631
CCCC1CC1OCCO,43.631
CC(CO)C1CCCC1C,43.633
CCC#CC(C)CCCO,43.64
CCCCC1(O)CCCC1,43.643
C=C(OCC)OCCNC,43.644
CN(C)CCCCNC=O,43.646
CCCC(CC#N)CCO,43.647
CCCOCC(C)C1CN1,43.649
CCC1(C)CCC(C)CO1,43.651
CCN(C)CC(C)CN,43.656
CCCC=CC1CC1CO,43.662
CCCC(C)(CC)OO,43.663
CCCC(CC=O)ONC,43.665
CCC#CCC1CC1CC,43.666
CCCC1C(C)OC1NC,43.666
CCCOCC1CCC1C,43.668
C#CCCC(CC)C1CC1,43.669
CCCCC1C(=O)C1CC,43.67
C#CCC(O)CCCOO,43.672
CCC(O)C1(CC)CCO1,43.673
CC#CCC=CCCCO,43.675
CC(=O)COCC(C)CO,43.675
CCCCCC1OCC1C,43.677
CC(CO)COC(C)C=O,43.678
CCC(C)NN(C)CC,43.679
CCC1C(N)C1C(C)C=O,43.682
CC(O)COOCCOO,43.684
CCC1C(C)CCCC1O,43.684
CCCC(C)(O)CNC,43.685
COCC(CO)CCOO,43.687
COCC(CO)CCOO,43.687
CCC1COCC1(C)CC,43.691
CCCCCC1COC1C,43.695
CN=C(CO)CCCOO,43.701
CCCC(C)N1CCC1O,43.702
CC#CC#CC(N)CCC,43.702
C#CCCC#CCCCC,43.705
C#CCC(C)CCC1CC1,43.707
CCOC(O)N(C)COO,43.712
CCC(C)CCCOC=O,43.712
CC#CCC(CN)C(C)=O,43.715
CCCCNC12CC1C2C,43.717
CCCC#CC(C)C1CC1,43.725
CC(C)CC1CCCCC1,43.729
COCC1(COC)CC1C,43.732
CCCC(C)C1CCCN1,43.749
CCCCNCN1CN1C,43.75
CC#CCC1CC1CCC,43.751
C=CC(C)CCCCC=O,43.752
CCC(CC)C1CCCN1,43.752
CC(C)C1CCCC1CO,43.752
C=C1C(CCO)C1N(C)C,43.752
COC(C)OCC(O)CO,43.753
CCC1CC(C)C(CO)C1,43.756
C#CC(C)CCC(C)C=O,43.766
CC(C)COC(C=O)CO,43.767
CC1CCCCC(C)CC1,43.772
CC1CCCCCC(C)C1,43.772
CCCOC(C)C1CCC1,43.772
CCC#CC(CO)CCC,43.773
CC1CCCC(C)CCC1,43.773
C#CC(CCCC)C1CC1,43.774
CCCCCN(C)CC#N,43.775
COC(C)OCC1CC1C,43.782
CCCC1(C)COCC1C,43.783
CC(C)OC1CCCC1C,43.784
CCCCCC1CCCC1,43.784
CCCCCOC1CC1O,43.785
CC(C)CC1NC1COO,43.786
CCC(C#CCO)COC,43.789
CCCOOCC(C)CF,43.791
CCCCC#CC1CC1C,43.8
COCCC(C)CCC=O,43.804
CCCC(C)CC1CC1=O,43.807
COC(C)OC(C)(F)CO,43.809
CC1CCC1C(C)COO,43.809
CCC(C)C1CCCC1O,43.813
OCCCCC1CC1CO,43.814
CC1CC(C)C(CCO)C1,43.816
CC=C(CC)CC(C)C,43.817
CCC1=C(C)CC1CCO,43.82
CCC1CC2CC2C1CC,43.82
CCC#CCC(O)CCC,43.82
CNCCOCC(O)CO,43.821
C#CC(C#C)C(C)CCO,43.823
CC(COCO)C1CC1C,43.835
COCCCC1(C)CCC1,43.841
CC(C)CC1CCCC1O,43.844
CCN(C)COC(C)C=O,43.845
COC(C)CCC#CCO,43.854
CCC(O)CCNCC=O,43.86
CCC1(C)OCC(O)C1C,43.861
CCCC(=N)OCCNC,43.873
CCC1CCC(CC)C1O,43.874
CC1(C)CCCCCC1O,43.876
CC1(C)CCCCCC1O,43.876
CCC(C)CC1CC1C=N,43.88
CCCCC(C)C1C=CC1,43.882
CCCC1C(C)CCC1O,43.884
CCCC(C)CNCC,43.886
CCCOOC(C)C1CC1,43.887
CC#CCC(CC)C1CC1,43.892
C#CCN(CC)CCOO,43.895
CCC1CC1=CCCCO,43.9
CC(C)C1C(C)C1CC=O,43.9
CCOCCCC1CC1O,43.907
CCCCC1CN(C)C1O,43.911
CN(CO)COCCCO,43.916
CC1CCCCCCC1C,43.921
CCC1CCCC(CC)C1,43.923
CC#CC1CC1CCCC,43.924
C#CCCCCC(N)C#C,43.924
CCC(CCC=O)COC,43.927
CCC=C(C)C(C)CC,43.929
CCCC1CCC(C)CC1,43.929
CC#CCCCC1CC1C,43.931
CC(C)C(COO)OOO,43.934
CCCCOC1CCC1C,43.934
CNC1(C)C(C)C1CC=O,43.937
C#CCC1(C)CCC1CC,43.937
CCC(C)CC(C)(O)O,43.939
CNCC=CCC(O)CO,43.942
C#CCC(N)COOCC,43.944
COCCCCC(C)C=O,43.946
CCC1(CC)CCOC1C,43.947
CCCC1C(C)CC1OO,43.954
CC(C)C(CO)CC1CO1,43.956
CCCC1CCCC(C)C1,43.956
CCCCCCCC1CO1,43.958
CC1C(C)C1CCC1CC1,43.959
CC(CO)CCC1CCC1,43.96
C#CCC(CCC)C1CC1,43.96
C=CC(CC)CCCC=O,43.962
CC(CCCO)C1CCC1,43.962
CCC(CCOO)OOO,43.963
CC(C)CC1(CN)CCO1,43.964
CCNC1NC(CC)N1C,43.966
C#CC1(C)CCC1CCC,43.967
CCCCC1CCC1CO,43.969
CCCCNC1(O)CCC1,43.971
CCCC1C(=NNN)C1C,43.973
CCOC(C)COOCO,43.973
CC1CCC1CCCCO,43.973
CCCC1C(=NNN)C1C,43.973
CCCCCCC1(C)OO1,43.977
COC(C)C1(C)CCCC1,43.98
C#CC(CO)CCCOC,43.983
CCCCCC12CC1C2C,43.986
COC(C)NCC(C)C=O,43.987
C=CC1C(C)C1CCCO,43.99
CN(C)OCC(C)(C)C,43.991
CCCCC1C(C)C2CC12,43.991
C#CC(CC)COCCO,43.994
CC(C=O)CCC(N)CO,43.994
CCC(NC)NC(C)C,44
CCCCOCCC1CC1,44
C#CCC(CCO)COC,44.002
C#CCC(CCO)COC,44.002
CCCCC(C#N)CNC,44.003
COCCCC(C)CC=O,44.006
CCC(C)CNCNC=O,44.007
C#CC(C)C(C=O)CCC,44.01
CCCC(CC=O)COC,44.011
CCCC(CC=O)COC,44.011
CN(C)C(C=O)CCCO,44.024
C.CC1NNC(C)C1C,44.025
CC(C)COCC(N)C=O,44.025
CCCCC(OO)C1CC1,44.032
CCCCCC1CNC1N,44.033
CC(C)CC1CNCC1C,44.035
CCC1CCC(O)C1CC,44.036
CCC1C(O)C1CCOC,44.039
CCCCCC(=O)CCC,44.039
CCOCCCC(C)C=O,44.039
CCCCOC1(CO)CC1,44.04
C#CCC(C)COCCO,44.04
CCCCCCCCC=N,44.045
CCCCCC(=O)CCC,44.047
CCC(O)CCC1CCC1,44.053
CCCCCC(O)C1CN1,44.056
COC(CO)CC(O)CO,44.058
CCCCC(C)C1=CCC1,44.059
CCCCCC(N)C1CO1,44.061
CCC(C)CC(=N)CC=N,44.063
CCCCCCCC=CO,44.066
COCCCOCN(C)O,44.068
CCCC(CC)CCN,44.07
CC(C)CCCCCN,44.07
CC(N)C1COC(C)(C)C1,44.076
CCCC1CCCCC1C,44.084
CCCNNC1NC1CC,44.087
CCCOCC1(C)CCC1,44.089
CCCC1CCC1CCO,44.105
C#CCC(CCCO)OC,44.106
CCCC(C)C1OC1CO,44.106
CCCCC(O)C1CCC1,44.107
CC#CCOCC(C)CO,44.11
CC#CCOCC(C)CO,44.11
CCC(C)CCCCN,44.112
CCC1NC1CCCCO,44.112
CCC1CCC1CCCO,44.113
CC(C)CCOOOOO,44.123
CCC1CCC(CC)CC1,44.125
CCCCCCC(C)N,44.128
CCCC#CCCCOO,44.137
CC1CC1(C)CCC1CC1,44.138
CCC(C)C(O)(O)CC,44.139
C#CCC(C)OCCCO,44.14
CCCC(C)N(C)CC,44.143
CC(CC=O)C(C)COO,44.143
CCCC1CCC(C)(C)O1,44.145
C#CC(C)COCCCO,44.147
C#CCC(COO)C(C)O,44.149
CCC1CC(C)CNC1C,44.15
CCC1CC(C)CNC1C,44.15
CCCC(C)OOCC=N,44.151
CC1C(C)C(CCO)C1O,44.151
CCC1C(C)CC1CNO,44.156
COC(C)COCCOO,44.157
COC(C)COCCOO,44.157
CCCN1CC(O)C1CC,44.157
CCC1C(C)C1NNNN,44.16
CCNCC(O)C(C)C=O,44.161
CCCCC1C2CC12CC,44.165
CCCCCC1(C)CCO1,44.166
CNCNCC(C)CC=O,44.173
CCC(CCC=NO)OC,44.174
CCC(CCC=NO)OC,44.174
CC#CC=CC(O)CCC,44.174
CCCCCC1NC1CO,44.174
CCC(O)C(N)(N)CC,44.175
CCC1CC(C)C1COC,44.175
COC(C)CCCCC=O,44.177
CCC(C)CN(C)CC,44.182
C=C(C)OCCCCCC,44.182
CC1CCC(C)C(O)C1C,44.184
CCCC(COO)C1CC1,44.189
CC(C=O)CNNC(C)N,44.19
CCCN(CNN)C1CC1,44.192
C#CC(CCO)OCCC,44.193
C#CC(CCO)OCCC,44.193
CCC1CCCCC(C)C1,44.196
CN(C=CCCCO)OO,44.199
C=C(CCCCC)OCC,44.201
CCC1CC1CCCOO,44.202
CCC1CCC1(C)COO,44.202
CCC1CC1CNCCO,44.209
CCCCCC1CCC1O,44.212
COC(C)CNC(C)C=O,44.214
C#CC(=C)C(C)CCCO,44.217
CCC(C)CC1CC(C)O1,44.22
CCC(O)C1(C)CCCC1,44.221
CCC(C)(C)CCNC=O,44.225
CC(CO)C1CCC1CN,44.226
COCC1(C)CC1CCO,44.229
CCC1=CC1CCCCO,44.231
CCCCCC1(C)CNN1,44.232
CCCC1C(C)C1(C)C=O,44.234
CC(C)CCC1OC1CO,44.234
COCCC(N)C(C)C=O,44.236
CNC(CCO)COCO,44.238
CNC(CCO)COCO,44.238
CCC1C(OC)=C(C)C1C,44.238
CC(C)(C=O)OCCCO,44.24
CC(C)(C=O)OCCCO,44.24
CCCCNC1(N)CCN1,44.243
CCC(C)OOC(C)C=O,44.246
CCN(C)OC(C)(C)C,44.248
CCCC1(C)CCC1OO,44.248
COC1CC1(C)CCCO,44.249
CCC1(CC)CCCC1O,44.251
CC1CCC(C)(CO)N1C,44.254
COCCOC1(C)CC1C,44.257
CC(CCCOO)C1CC1,44.258
CCCC1(C)CCCCC1,44.261
CC(C)CCCOCC=O,44.264
CCC(C)(N)NCCN,44.266
CCC(CO)COCOO,44.277
COC(CC#CN)CCO,44.278
CC(C)OCC1(N)CCC1,44.278
CC(C#CCCCO)CO,44.279
CCCCCC(C=O)OC,44.279
CCCC(CO)OOCO,44.282
C#CC(C)CC(C)C1CC1,44.285
CCCOOC(C)C(C)=O,44.286
CCCC1(C)CCCC1O,44.286
CC(C)C1(C)CCCCN1,44.293
CCC(C)CNN(N)C=O,44.295
CCCC(C)OCCC=O,44.298
CCC(C)C(C)(C)OO,44.301
CC(C)C(C)C(O)C1CO1,44.301
CCC(C)NNCCC=O,44.302
CCC1CCCC(C)CC1,44.302
CCOC(CC)CCC=O,44.303
C#CCC(O)COCCC,44.303
C#CCC(N)NCCCO,44.303
CNOC(C)(C)C(C)C,44.305
CCCCOCC=CCO,44.305
CC(CO)C1CC1CNN,44.305
CC#CCCCCCOO,44.306
CCCCOC1(C)CCC1,44.309
CCC1=C(O)C(C)C1CC,44.309
CC(CCO)COC(O)O,44.311
CCC1C(C)C(O)C1CO,44.313
CC(CO)CCOCOO,44.314
CCCNC1(C)OCC1C,44.315
CCCOC1(CC)CCC1,44.319
CC#CC(C)OCCCO,44.322
CC(C)CC1NCCC1C,44.329
CCC(CC)C1CCCC1,44.33
CC(C)C1(CNN)CC1O,44.331
CCCCCNC(N)C=O,44.332
CCC1C(N)C(C)C1OO,44.332
CNC=CC(C)C(N)C=O,44.333
CCCC(N)NC(C)C#N,44.336
CC(CCCN)CNC=O,44.34
CN(C)CC(O)CC1CC1,44.34
CC(CO)C1CC1CCO,44.342
CCC1CCCCCC1C,44.344
C=CC#CCCCCCC,44.345
CCN(CC)CC(C)C,44.349
CNCC(CC=N)CCO,44.353
CC(=O)CNCC(C)CO,44.359
CCCC(O)C1CC1CO,44.36
CC1CCCCC(C)C1C,44.366
CN(C)CC1CC1CCO,44.368
COCCCC(CO)OO,44.369
COCC(CCO)COO,44.37
COCC(CCO)COO,44.37
CC1(C)CCC(CN)CC1,44.38
CNCCC(C)C(C)C,44.383
CCCCCNC1(C)C=N1,44.383
CCCC(C)C(C)NC,44.384
CCC(C)C=C1CC(C)N1,44.385
CCC1NCC(O)C1(C)C,44.387
C#CC(C#C)CCCCC,44.388
CC(CO)COOCCO,44.391
CCOC(OC)N(C)CO,44.391
CCC(C)OCC=COO,44.391
CCC(CCO)CCC=O,44.391
CCCCOOC(O)CN,44.397
CCC(C)CC(C)NC,44.4
C#CC1(C)C(C)C1CCO,44.401
CC1CNC1(C)CCCO,44.404
CCCNCC(=O)N(C)C,44.411
CCC(CC=O)CCNN,44.411
CC(C)CC1(C)CCNC1,44.417
CC1C(C)C1OCCCO,44.418
CC(CO)C(C)NCC=O,44.421
C#CCC(C#C)CCCC,44.423
CCC#CC(O)CCCO,44.427
CC(CCO)C1CC1CO,44.428
COCCC(C)C1CC1O,44.43
C=CCC1C(O)C1C(C)C,44.434
CCC(=N)C(O)CCCO,44.437
OCCCCCCC1CC1,44.437
CCC(COO)CC(C)=O,44.442
CNC(C)(C)OC(C)C,44.446
CCCCC(C)CC1CO1,44.446
CCCCCC(C#N)CN,44.454
CC(CO)CCCCC=O,44.465
CCC(C)CNNCC=O,44.47
CC#CC(C)(C)CCOC,44.476
CCCCC(O)CCC=O,44.48
CC1(CNCCCO)CC1,44.49
CC(CCOCCO)OO,44.492
CC(CCOCCO)OO,44.492
CCC1(CCCO)CCC1,44.498
CC(C)C1CCC(C)C1O,44.5
CNCCOOC(C)(O)O,44.505
CCCC(N)NCN1C=C1,44.506
CCCC(CO)CCC=O,44.51
C#CC(C)C1CC1CCC,44.515
CC(C)C(C)OC1CCC1,44.516
C=CC(C)C(C)CCC=O,44.517
C#CC(C#CN)CCCC,44.523
CC=C(C)CCCCCC,44.523
COCCCC(C)C1CC1,44.524
CC(O)C(C)N1CCC1C,44.525
CN(C)COOCCCO,44.531
CCC(C)COOCOO,44.531
C#CC1(C)C(O)C1CCC,44.533
CCCCCC(C)C1CO1,44.535
CC(=O)CCC(C)COO,44.54
CCCC(COC)C1CC1,44.544
CC(C=O)CCCCCO,44.545
CCC(C)COOC(C)=N,44.548
CC(COCCCO)OO,44.549
CC(COCCCO)OO,44.549
CC(COCCCO)OO,44.549
CCC1CC(C)CC(C)C1,44.559
CC1CCC(C)CC(C)C1,44.561
CC(=O)CCCC(C)OO,44.564
CCN(CC#N)CC(C)C,44.564
CCCC(C)=CC=NNN,44.567
CC(O)COOCCCO,44.57
COCCCCC1CC1C,44.57
CCCC(CN)C(C)C,44.573
CCC1CCC(C)C(C)C1,44.577
CCC1CCC(C)CC1C,44.582
CC(CO)CC1CCC1C,44.584
CN=C(CO)CCCCO,44.585
C#CC1C(C)C1CCCC,44.586
CCOCC(C)C1CC1O,44.594
C=CC(C)CC(C=O)CC,44.594
CC(O)CCCC(N)C=O,44.594
CC(CO)COC1(C)CC1,44.596
CCCCC(O)C1(C)CO1,44.599
CCCC(C)C1CCC1O,44.605
CC(CO)CCC1(N)CN1,44.606
CC(CO)C(C)OOOO,44.61
CCCCCC1(O)OC1C,44.611
CCCCCC1(OO)CC1,44.611
CCCCCC1CNC1C,44.612
CCC(C)CC(C)CN,44.615
CCC1CCC1C(C)CO,44.615
CC(C)(COO)OOCO,44.619
CCC1OC1(C)CCCO,44.619
C#CC(O)COCC(C)C,44.62
CC#CC(CCO)CCO,44.623
CC#CC(CO)CCCO,44.628
CC#CC(CO)CCCO,44.628
CC#CCCC(O)CCO,44.629
CC1CCCC(C)C(C)C1,44.63
CC(O)COCN(C)CO,44.631
CCC(O)CCC(N)C=O,44.633
CCC(C#CCO)CNC,44.634
CC(C)C(COO)C1CC1,44.636
C#CC(C)CCCCOO,44.636
CCC1CCCC(C)C1C,44.643
CC(C)CC(O)C1CCC1,44.649
CC(C)CCC1CCCC1,44.65
CCCCCCC1CCC1,44.651
CCCCC(C)(O)C1CO1,44.657
CCCCC(=O)CCCO,44.66
CCCCC1C(O)=C1NC,44.662
CCC(C)OCC(C)C=O,44.662
CCN(CC)CC(O)C=N,44.663
CCCCN(C)CCC=O,44.67
CCCC(CO)COOO,44.671
COOCCC(C)COO,44.673
C#CC1(C)CC(CC)C1C,44.682
CCC1C(C)CC1CCO,44.685
CNC=CC(C)C(C)C=O,44.687
CC(C)COCC(C)C=O,44.692
CC(C)COCC(C)C=O,44.692
CC(C)C1CC(C)C1OO,44.694
CC(C)CC1CCC1CO,44.695
CC(CO)CCC=COO,44.696
CCC(C)(C#N)CCCO,44.699
CCC1CC(C)C(C)C1O,44.704
CC1CC(CCN)CC1C,44.708
CCCC(C)NC(C)C,44.71
CC1CCC1CCCCN,44.712
CCCC(=O)CCCCO,44.712
CCC(C)(C=O)CCOO,44.713
CC(C)CCC1CCC1O,44.716
CN(CNCCCO)OO,44.718
CN(CNCCCO)OO,44.718
CC(C)CCCC(C)N,44.718
CCCCCC1(O)CC1O,44.72
CCC(C)CC1CC1OO,44.72
CCC1C(C)C(C)C1OO,44.723
CCC1CC1OOC(C)C,44.734
CCC(O)C(C)(N)CC,44.735
CCCCC1(C)CCCC1,44.735
CN(CO)CCCCOO,44.737
CC(C)C(CO)C1CCC1,44.739
CCC(CC)C1NC1CO,44.74
CCCCC1CC(C)C1O,44.743
CCCCCC(=O)CCO,44.746
CCCCCC(=O)CCO,44.747
CCCCC=CC(O)CO,44.749
CCCC(C)(O)OC1CC1,44.751
CCCOCC(C)C1CC1,44.754
COCC(CCO)COC,44.755
CC(C)CC1CC1COO,44.755
CC(C)C(C)C1CCCC1,44.756
CCC1C(C)CC1C1CC1,44.757
CCN(C)C1C(C)C1OO,44.757
COC(C)CCC(C)C=O,44.758
CC(=O)CCCCCCO,44.761
C#CC(CCCC)COO,44.762
CCC1CCCCC1(C)C,44.763
CCC(C)CC(N)CC,44.766
CCN(NC)C(N)NC=N,44.768
CCC1CC(CO)C1CC,44.769
CCC(N)C(C)(O)CC,44.776
C#CCC(C)CCCOO,44.782
CCCCC1C(C)CC1O,44.788
COCCOCC(C)CO,44.792
CC1CC(C)C1CCCO,44.792
CCCONCN(C)CO,44.794
COOC(C)CCCOO,44.798
C=C(C)N(C)OCCCO,44.801
CCC#CC(CCC)OO,44.801
CCC(C)CC(C=O)OC,44.802
CC1C(C)C(OO)C1C,44.803
CC(CN)NC1CC1C,44.803
CCCCCC1(C)CNC1,44.804
C#CC(CCCO)CNC,44.809
C#CC(CCCO)CNC,44.809
COCCCC(C)OCO,44.812
CCCC(N)C1OC1CC,44.812
CN(C)C#CCCCCO,44.813
CCCCC1C(N)C1OO,44.815
CCCN1C(C)C1CNN,44.819
CCCCC#CC(C)OO,44.821
CCOCC1(C)NC1CC,44.823
C#CC(CCC)CCOO,44.824
CNCC1CC1CC(C)O,44.828
CCC(CCOC)OCO,44.829
CC(CO)CC1(C)CCC1,44.832
COCCCCC1(C)CC1,44.836
C#CCC(CC)CCOO,44.845
CCCC(COC)OCO,44.845
CCCC(C)C1CCCC1,44.847
CC(CCO)CCC#CO,44.848
CCCCC(N)C(N)C#N,44.85
CCC1CCCC(C)(C)C1,44.852
CCC1C(C)CN(C)C1C,44.867
CCOOC(C)C(O)OC,44.871
CCC#CC(CO)CNC,44.873
CCCCC(C#N)CCC,44.877
CCCCC=CC1CC1C,44.877
CC(C)(C=N)OCCCO,44.878
C#CC1(C)CC1CCCC,44.882
CC(C)CCCCNC=O,44.882
CCC1CC1C(CC)OO,44.89
CC(C)C1(C)CCCC1O,44.897
C#CCC(CO)C(C)CO,44.903
CCCCOCCC(O)O,44.905
CCCOOCC(C)OO,44.907
CC#CCC(C)CCOO,44.91
CCCC1C(C)C1COO,44.911
CCC(C)CCCNC=O,44.917
CCCC(C#CN)ONC,44.92
CN(CO)C(O)CCCO,44.922
CCC1CCC(C)(C)CC1,44.929
CC1CCCC(C)(C)CC1,44.935
CCCCC(O)C1CC1O,44.935
CCC(O)CCC1CC1O,44.938
CCCCCC#CCCO,44.944
CC#CCCCC(O)NC,44.946
CCCCC(CO)C1CC1,44.949
CCC1CC1C(C)COO,44.949
CCCCC(CO)C1CC1,44.949
CCC(C)C(C)(O)CN,44.951
CCCCCC1CC1CO,44.955
CC(C)CCOC(C)C=O,44.958
CCOCCCC1(C)CC1,44.96
CNCCOOC(C)CO,44.969
C#CC(CC)NCCCO,44.971
CCOOCN(C)C(C)O,44.976
CCC(C)COC(C)C=O,44.977
CCC#CCCCCCO,44.98
CC#CC(CC)CCOO,44.984
CCC(C)(CC)CCN,44.989
CCCC1CC1CCCO,44.989
C#CC(CCC)NCCO,44.991
C=CC1(C)C(C)C1CCO,45.003
CCCCC(C)OC1CC1,45.003
CCCCC#CCCCO,45.004
COCC(C)OCCCO,45.006
CCCC#CCCCCO,45.006
CCCCC(C)=CC1CC1,45.01
CCCCC(O)CC1CC1,45.01
CCC1CCC1(C)CCO,45.01
CC(CCCC=O)N(C)C,45.015
C#CCC(=C)CCCCC,45.016
CC#CC(CCO)CNC,45.017
CC#CC(CCO)CNC,45.017
CC(CCCCO)C1CC1,45.017
CC1(C)CC1CCCOO,45.022
COC(C)CCOCCO,45.024
CC(C)C(C)CCC1CO1,45.025
C#CCC(O)CCNCC,45.028
CCCCCC(O)C1CC1,45.032
